Wall time,Step,Value
1740856480.0724378,49,6.691865921020508
1740856679.1307669,99,5.908483505249023
1740856879.8885236,149,5.011794090270996
1740857153.736493,199,5.532017707824707
1740857343.2121427,249,5.231153964996338
1740857534.290026,299,4.83544921875
1740857731.7491205,349,6.0854387283325195
1740857992.4579318,399,3.9403934478759766
1740858184.3484838,449,3.73868465423584
1740858376.0674481,499,4.888489723205566
1740858562.93893,549,5.581256866455078
1740858825.6388884,599,5.851435661315918
1740859023.1788375,649,4.918749809265137
1740859206.6739526,699,4.168247699737549
1740859477.7702613,749,5.074256896972656
1740859670.0083947,799,4.455258369445801
1740859857.4705794,849,4.5121002197265625
1740860050.1904795,899,4.541042327880859
1740860315.1381552,949,5.585666656494141
1740860503.9771407,999,4.361325263977051
1740860697.5639603,1049,4.841629981994629
1740860881.88011,1099,4.648719787597656
1740861150.5852005,1149,3.481450080871582
1740861348.940457,1199,3.855736255645752
1740861534.9487045,1249,4.360486030578613
1740861720.0283184,1299,4.544486999511719
1740861991.2875984,1349,5.845576286315918
1740862178.3593056,1399,4.538472652435303
1740862365.1476936,1449,4.721536636352539
1740862633.5286374,1499,3.845390796661377
1740862823.1980345,1549,4.035411834716797
1740863010.6333034,1599,5.31121301651001
1740863200.822201,1649,3.594816207885742
1740863470.1243863,1699,3.184459924697876
1740863666.112631,1749,4.1650824546813965
1740863856.1462483,1799,4.938386917114258
1740864039.7597382,1849,4.94918155670166
1740864305.7104502,1899,4.094324588775635
1740864494.3083143,1949,3.911709785461426
1740864684.525958,1999,4.108094692230225
1740864953.1728232,2049,4.383422374725342
1740865141.44041,2099,3.918179512023926
1740865331.7791107,2149,3.691221237182617
1740865521.8100498,2199,3.0804214477539062
1740865788.134374,2249,4.535686492919922
1740865976.6981106,2299,5.23443078994751
1740866169.2470708,2349,5.369516372680664
1740866358.4533987,2399,4.450563430786133
1740866624.0961463,2449,3.8491177558898926
1740866816.5263484,2499,3.883258104324341
1740867008.2375958,2549,3.59627628326416
1740867197.7466033,2599,3.5399861335754395
1740867464.4995835,2649,3.0498886108398438
1740867652.6445062,2699,4.111347198486328
1740867843.354535,2749,3.1490368843078613
1740868107.4272692,2799,2.842461347579956
1740868299.7426991,2849,3.2848658561706543
1740868489.9312687,2899,4.261111259460449
1740868678.603685,2949,2.7287232875823975
1740868944.3059354,2999,3.815918207168579
1740869134.540622,3049,2.4134538173675537
1740869323.0052202,3099,2.9328360557556152
1740869517.2390296,3149,3.945514678955078
1740869786.5063066,3199,3.697622299194336
1740869978.0114293,3249,3.379574775695801
1740870170.768953,3299,4.251471519470215
1740870436.1006548,3349,2.814302921295166
1740870623.9045963,3399,3.703821897506714
1740870813.724471,3449,2.9354002475738525
1740871005.3324134,3499,2.7273073196411133
1740871273.7105246,3549,4.1980485916137695
1740871467.985065,3599,4.303858280181885
1740871652.9723117,3649,4.079790115356445
1740871838.792064,3699,3.5320239067077637
1740872108.4785416,3749,4.5805840492248535
1740872308.1595335,3799,2.8793489933013916
1740872496.2826507,3849,3.695389747619629
1740872683.2080767,3899,3.1145102977752686
1740872952.2346902,3949,2.7090935707092285
1740873142.0284383,3999,4.360043525695801
1740873333.8753953,4049,3.0709996223449707
1740873595.1641026,4099,2.9916205406188965
1740873781.9881818,4149,2.4710960388183594
1740873973.0876155,4199,2.485356569290161
1740874166.8333066,4249,3.0846216678619385
1740874436.1451352,4299,3.9208855628967285
1740874627.79116,4349,4.357480049133301
1740874819.4035985,4399,3.569531202316284
1740875006.5844674,4449,3.0414795875549316
1740875274.755462,4499,2.7499377727508545
1740875470.2403567,4549,4.049880027770996
1740875661.9708455,4599,3.015434980392456
1740875846.0605767,4649,2.806995391845703
1740876116.4351206,4699,3.939812660217285
1740876299.9079344,4749,2.988945484161377
1740876492.4504442,4799,3.224127769470215
1740876759.625656,4849,4.609591484069824
1740876942.6306155,4899,3.084958076477051
1740877133.074494,4949,2.8267905712127686
1740877327.7431126,4999,2.4305989742279053
1740877591.8024864,5049,2.6988797187805176
1740877780.6014016,5099,3.0755956172943115
1740877972.267241,5149,3.3318727016448975
1740878162.2155368,5199,4.0873122215271
1740878428.7616987,5249,3.414435863494873
1740878617.4042637,5299,3.2652199268341064
1740878807.1812747,5349,2.6016478538513184
1740879074.2954853,5399,3.94990873336792
1740879263.4124124,5449,2.5150034427642822
1740879459.2779176,5499,3.060689926147461
1740879651.83024,5549,2.8592400550842285
1740879916.6784089,5599,2.471656322479248
1740880106.9723933,5649,3.6983065605163574
1740880297.8473806,5699,2.7467992305755615
1740880489.1156604,5749,2.396188735961914
1740880752.1724339,5799,3.8913557529449463
1740880941.0811126,5849,2.7290589809417725
1740881132.6163156,5899,3.589200019836426
1740881325.4512496,5949,4.229368209838867
1740881596.9129224,5999,2.561526298522949
1740881787.1546164,6049,3.072251081466675
1740881969.893334,6099,2.532062530517578
1740882239.2034638,6149,4.508902549743652
1740882431.0529442,6199,3.221832752227783
1740882616.3969865,6249,2.9184165000915527
1740882805.360435,6299,2.456502914428711
1740883070.4576924,6349,2.2182343006134033
1740883260.4763188,6399,2.9236879348754883
1740883449.6838434,6449,3.040799617767334
