Wall time,Step,Value
1735398784.9183314,328,0.04017903283238411
1735398996.2890007,657,0.08254512399435043
1735399203.830309,986,0.12281160056591034
1735399413.4267232,1315,0.15638503432273865
1735399623.0434582,1644,0.20774462819099426
1735399832.1026719,1973,0.23260706663131714
1735400041.8457646,2302,0.25297510623931885
1735400253.4510052,2631,0.26053282618522644
1735400466.4813898,2960,0.2814003527164459
1735400677.7043598,3289,0.29687851667404175
1735400890.0414064,3618,0.30460381507873535
1735401100.2794535,3947,0.316684365272522
1735401311.5114868,4276,0.3233512043952942
1735401521.6913664,4605,0.32557088136672974
1735401736.9236526,4934,0.3315097987651825
1735401949.6422267,5263,0.34018397331237793
1735402158.5396304,5592,0.3440251350402832
1735402369.3137891,5921,0.34499743580818176
1735402580.1217666,6250,0.35326817631721497
1735402793.5487993,6579,0.35931873321533203
1735403006.958408,6908,0.3661472797393799
1735403220.471135,7237,0.36953508853912354
1735403432.2887974,7566,0.3760298788547516
1735403643.1035218,7895,0.37704938650131226
1735403857.8489394,8224,0.3844020366668701
1735404066.9737723,8553,0.386985719203949
1735404280.5022233,8882,0.3921184539794922
1735404491.982218,9211,0.396426796913147
1735404704.2691886,9540,0.40013736486434937
1735404916.9655797,9869,0.4073365032672882
1735405131.6882405,10198,0.40669047832489014
1735405337.8392487,10527,0.4122254252433777
1735405548.998279,10856,0.4170937240123749
1735405761.7110147,11185,0.42083126306533813
1735405973.4969008,11514,0.41885218024253845
1735406179.729072,11843,0.4293631911277771
1735406391.183952,12172,0.427817702293396
1735406599.1051934,12501,0.43752676248550415
1735406809.2650986,12830,0.44111913442611694
1735407021.6533647,13159,0.44708898663520813
1735407231.9671288,13488,0.44980502128601074
1735407445.6215825,13817,0.4522790014743805
1735407658.6949747,14146,0.4548743963241577
1735407871.3501112,14475,0.45926716923713684
1735408081.577113,14804,0.4621613323688507
1735408290.9044855,15133,0.4662267565727234
1735408499.8048651,15462,0.46997761726379395
1735408712.225281,15791,0.47126927971839905
1735408921.6374469,16120,0.47255343198776245
1735409130.5592577,16449,0.47567054629325867
1735409339.7980623,16778,0.47959062457084656
1735409547.9892972,17107,0.48063722252845764
1735409757.377086,17436,0.48246583342552185
1735409964.859205,17765,0.4858631491661072
1735410176.1247442,18094,0.4883577227592468
1735410387.2281377,18423,0.4933067858219147
1735410598.0430796,18752,0.49256300926208496
1735410803.526529,19081,0.49736830592155457
1735411013.3562748,19410,0.4962056875228882
1735411217.1735446,19739,0.5003039240837097
1735411424.9815984,20068,0.5023428797721863
1735411634.1147969,20397,0.5045059323310852
1735411841.9761062,20726,0.5048031806945801
1735412048.229797,21055,0.5042822360992432
1735412255.1794488,21384,0.5097744464874268
1735412464.250588,21713,0.5099570751190186
1735412671.7383108,22042,0.5121745467185974
1735412879.8222413,22371,0.5122080445289612
1735413093.6388443,22700,0.4909038841724396
1735413299.3163016,23029,0.5057387948036194
1735413504.7608604,23358,0.5149455666542053
1735413715.1210256,23687,0.523580014705658
1735413922.2027829,24016,0.5254229307174683
1735414129.1179981,24345,0.5257989168167114
1735414337.5727918,24674,0.5281728506088257
1735414544.6881058,25003,0.5290168523788452
1735414754.9120278,25332,0.5315409302711487
1735414961.6280656,25661,0.531641960144043
1735415167.0154705,25990,0.5305388569831848
1735415370.0536807,26319,0.5321730375289917
1735415577.767472,26648,0.5316610932350159
1735415779.194389,26977,0.5317866802215576
1735415982.944848,27306,0.5328031778335571
1735416188.903078,27635,0.5335466265678406
1735416394.4384122,27964,0.5358213186264038
1735416601.532774,28293,0.536775529384613
1735416807.2889593,28622,0.5371168851852417
1735417012.2032685,28951,0.5352067351341248
1735417215.04969,29280,0.5382571220397949
1735417421.3227196,29609,0.5385450124740601
1735417627.6779287,29938,0.5387868881225586
1735417833.0873508,30267,0.5386301279067993
1735418035.9996967,30596,0.5407159924507141
1735418243.1319177,30925,0.5407500267028809
1735418450.5218325,31254,0.5404021739959717
1735418653.5995991,31583,0.5416333675384521
1735418861.0823846,31912,0.5412061214447021
1735419062.339866,32241,0.5414775609970093
1735419267.085264,32570,0.542977511882782
1735419474.2852867,32899,0.5441909432411194
