Wall time,Step,Value
1735858562.785392,328,0.02115551009774208
1735859060.7704206,657,0.04449779912829399
1735859574.0227797,986,0.069113589823246
1735860082.4841974,1315,0.08562135696411133
1735860593.988058,1644,0.10670329630374908
1735861112.9975638,1973,0.11464469134807587
1735861622.23174,2302,0.13929389417171478
1735862130.562506,2631,0.1511937975883484
1735862646.5085032,2960,0.16940410435199738
1735863163.031911,3289,0.16308942437171936
1735863671.3345032,3618,0.18561942875385284
1735864177.019311,3947,0.2048054337501526
1735864687.3513927,4276,0.21581709384918213
1735865204.3951726,4605,0.21490781009197235
1735865714.5127537,4934,0.234214648604393
1735866225.8261194,5263,0.2438749372959137
1735866733.6855376,5592,0.2496885508298874
1735867245.2230172,5921,0.24937202036380768
1735867752.1094592,6250,0.2615697979927063
1735868259.5150373,6579,0.26457539200782776
1735868773.1602123,6908,0.26986727118492126
1735869275.3740296,7237,0.2744652032852173
1735869783.3437238,7566,0.285860538482666
1735870298.1497695,7895,0.27825039625167847
1735870801.227847,8224,0.284673273563385
1735871307.1745014,8553,0.2887926697731018
1735871821.423292,8882,0.2835169732570648
1735872328.7075014,9211,0.28656601905822754
1735872833.5135505,9540,0.29980406165122986
1735873334.7725914,9869,0.2952864468097687
1735873839.6199772,10198,0.30361121892929077
1735874349.9644754,10527,0.3030935227870941
1735874854.8300552,10856,0.30876219272613525
1735875361.616358,11185,0.31157633662223816
1735875873.7419496,11514,0.3125072121620178
1735876388.6482053,11843,0.3130401074886322
1735876902.09777,12172,0.31661176681518555
1735877414.457988,12501,0.32022807002067566
1735877922.2947567,12830,0.32120248675346375
1735878431.1370435,13159,0.31830233335494995
1735878940.642502,13488,0.31767916679382324
1735879447.0594342,13817,0.3191780149936676
1735879955.093621,14146,0.32563894987106323
1735880467.2854707,14475,0.32000237703323364
1735880971.0072432,14804,0.3294034004211426
1735881482.5661592,15133,0.32521340250968933
1735881984.7637372,15462,0.3402424156665802
1735882492.1745577,15791,0.3407282531261444
1735882997.4064233,16120,0.34028711915016174
1735883504.2032712,16449,0.33396124839782715
1735884010.081479,16778,0.3487932085990906
1735884521.754525,17107,0.3398425877094269
1735885023.2308826,17436,0.3450462222099304
1735885528.2715154,17765,0.3470304310321808
1735886031.5627143,18094,0.3494035005569458
1735886536.4507692,18423,0.3575170338153839
1735887047.8116786,18752,0.35163408517837524
1735887556.8535333,19081,0.36487704515457153
1735888064.900427,19410,0.3624858558177948
1735888565.801519,19739,0.366242378950119
1735889074.6867564,20068,0.36304783821105957
1735889574.6703286,20397,0.3658738434314728
1735890075.5117016,20726,0.37572622299194336
1735890589.5031161,21055,0.37148332595825195
1735891095.9983556,21384,0.3699197769165039
1735891595.8368156,21713,0.3780684173107147
1735892106.452235,22042,0.37303006649017334
1735892608.927543,22371,0.3691202700138092
1735893111.8862016,22700,0.3775196671485901
1735893616.3407946,23029,0.38016578555107117
1735894125.4993026,23358,0.382650226354599
1735894633.503389,23687,0.379200279712677
1735895139.8732362,24016,0.3850632905960083
1735895651.8190315,24345,0.38071250915527344
1735896158.5257902,24674,0.38009536266326904
1735896655.2691967,25003,0.3901645839214325
1735897165.7479858,25332,0.3920934796333313
1735897674.829015,25661,0.39667457342147827
1735898180.9248714,25990,0.38939690589904785
1735898690.857192,26319,0.3873443007469177
1735899195.4689658,26648,0.39487168192863464
1735899696.1261427,26977,0.3946198523044586
1735900205.472631,27306,0.39220085740089417
1735900705.9116783,27635,0.3990159034729004
1735901218.3442893,27964,0.4021812379360199
1735901719.3333762,28293,0.40211349725723267
1735902226.632847,28622,0.39555811882019043
1735902727.1971269,28951,0.4063341021537781
1735903235.9736161,29280,0.4013989269733429
1735903738.376883,29609,0.4052198827266693
1735904242.8416376,29938,0.40483617782592773
1735904747.102945,30267,0.4051510989665985
1735905251.487704,30596,0.4084353744983673
1735905761.0658805,30925,0.41309061646461487
1735906273.4730697,31254,0.4112347364425659
1735906771.221665,31583,0.4053044617176056
1735907269.8457985,31912,0.4141339957714081
1735907771.4133768,32241,0.4144715666770935
1735908278.615962,32570,0.40731072425842285
1735908780.3750105,32899,0.415016233921051
